Name,Record,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Jalin Turner,13-6-0,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",5.63,46%,3.79,43%,0.89,66%,74%,1.6
Austin Tweedy,8-2-0,"5' 9""",155 lbs.,--,Orthodox,"Sep 25, 1990",4.29,66%,6.43,0%,0.00,0%,0%,0.0
Marcin Tybura,24-7-0,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985",3.55,48%,3.31,55%,1.39,33%,79%,0.1
Takeru Uchida,6-1-0,"5' 5""",125 lbs.,"68""",Southpaw,"Sep 30, 2002",0.00,0%,0.00,0%,0.00,0%,0%,4.4
Alberto Uda,12-2-0,"6' 3""",185 lbs.,--,Orthodox,"Aug 08, 1984",1.79,52%,3.49,45%,2.83,50%,66%,0.0
Ryuki Ueyama,12-18-5 (1 NC),"5' 11""",180 lbs.,--,Southpaw,"Apr 17, 1976",0.13,21%,1.40,46%,0.50,100%,0%,1.5
Christian Uflacker,5-0-0,"5' 11""",170 lbs.,--,,"Aug 04, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Andy Uhrich,11-6-0,"6' 0""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tagir Ulanbekov,14-2-0,"5' 7""",125 lbs.,"70""",Southpaw,"Aug 07, 1991",3.35,44%,3.29,54%,3.81,42%,61%,0.9
Carlos Ulberg,9-1-0,"6' 4""",205 lbs.,"77""",Orthodox,"Nov 07, 1990",8.13,62%,3.45,52%,0.92,100%,100%,0.0
Gasan Umalatov,17-4-2,"5' 11""",170 lbs.,"71""",Orthodox,"Sep 11, 1982",2.23,39%,4.10,59%,0.75,17%,90%,0.0
Jeremy Umphries,5-2-0,--,160 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Zach Underwood,13-7-0,"6' 2""",185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Caol Uno,33-19-5,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975",1.91,49%,1.90,50%,1.95,31%,37%,0.5
Kengo Ura,14-12-2,"5' 9""",165 lbs.,--,,"Jun 20, 1981",1.05,37%,2.38,48%,2.85,28%,50%,1.4
Logan Urban,5-1-0 (1 NC),"6' 0""",170 lbs.,"72""",Orthodox,"Apr 22, 1994",2.55,66%,16.60,27%,0.00,0%,0%,0.0
Hector Urbina,17-10-1,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987",0.97,38%,2.44,39%,0.00,0%,38%,3.8
Elias Urbina,3-1-0,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 09, 1993",3.85,37%,6.17,50%,0.00,0%,0%,0.0
Gilbert Urbina,7-3-0,"6' 3""",170 lbs.,"75""",Orthodox,"Apr 05, 1996",6.33,60%,4.09,47%,3.96,50%,0%,1.0
Nick Urso,10-3-0 (1 NC),"5' 6""",125 lbs.,"66""",Southpaw,"Sep 26, 1985",3.61,45%,5.06,36%,0.00,0%,0%,0.0
Yasuhiro Urushitani,21-8-6,"5' 5""",125 lbs.,--,Southpaw,"Sep 08, 1976",3.47,39%,4.71,65%,0.00,0%,80%,0.0
Sho Patrick Usami,4-1-0,"5' 9""",155 lbs.,"70""",Orthodox,"May 08, 2000",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kamaru Usman,20-3-0,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987",4.46,52%,2.75,54%,2.96,45%,97%,0.1
Mohammed Usman,10-2-0,"6' 2""",239 lbs.,"79""",Orthodox,"Apr 01, 1989",0.92,27%,2.62,51%,1.46,15%,0%,0.0
Darren Uyenoyama,10-6-0,"5' 6""",125 lbs.,"65""",Orthodox,"Oct 15, 1979",1.34,39%,2.21,66%,1.42,33%,35%,0.7
Richie Vaculik,10-4-0,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 19, 1983",3.69,46%,4.09,57%,3.00,45%,31%,1.0
Egidijus Valavicius,29-12-0,"6' 0""",200 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Genaro Valdez,10-2-0,"5' 9""",155 lbs.,"72""",Orthodox,"Jan 16, 1992",3.96,32%,7.63,47%,2.50,44%,40%,0.6
Charlie Valencia,12-7-0,"5' 3""",135 lbs.,"64""",Orthodox,"Oct 31, 1974",2.58,37%,2.61,77%,1.40,53%,75%,0.5
Victor Valenzuela,13-6-2,"5' 10""",155 lbs.,--,,--,1.28,100%,2.55,0%,0.00,0%,0%,0.0
Ivan Valenzuela,8-2-0,"6' 2""",185 lbs.,"77""",Orthodox,"Nov 17, 1992",0.00,0%,9.60,33%,0.00,0%,0%,0.0
Timur Valiev,18-3-0 (1 NC),"5' 6""",135 lbs.,"67""",Orthodox,"Jan 19, 1990",5.19,53%,3.33,45%,1.73,40%,55%,0.3
Victor Valimaki,18-10-0,"6' 0""",205 lbs.,--,Orthodox,--,3.94,30%,2.99,67%,0.90,14%,0%,0.0
Andrew Valladerez,5-7-0,--,135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Isaac Vallie-Flagg,16-7-1,"5' 8""",155 lbs.,"70""",Orthodox,"Apr 08, 1978",5.56,47%,5.60,45%,0.20,12%,58%,0.0
Joshua Van,7-1-0,--,125 lbs.,--,,"Oct 10, 2001",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mike van Arsdale,8-5-0,"6' 2""",205 lbs.,--,Switch,"Jun 20, 1965",1.52,41%,1.91,41%,1.06,14%,37%,0.0
Matt Van Buren,7-6-0,"6' 5""",205 lbs.,--,,"Jun 12, 1986",7.73,45%,6.82,49%,0.00,0%,50%,0.0
Ron van Clief,0-1-0,"5' 10""",190 lbs.,--,Orthodox,"Jan 25, 1943",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Lloyd Van Dams,0-1-0,"6' 1""",240 lbs.,--,Southpaw,"Mar 05, 1972",0.00,0%,3.01,15%,0.00,0%,0%,0.0
Cameron VanCamp,15-7-1 (1 NC),"6' 2""",155 lbs.,"74""",Switch,"Apr 27, 1993",5.31,47%,6.41,40%,0.00,0%,0%,0.0
Chad Vance,7-5-0,"6' 0""",185 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jared Vanderaa,12-10-0,"6' 4""",265 lbs.,"80""",Orthodox,"May 12, 1992",4.96,44%,5.67,45%,0.18,50%,20%,0.0
Austin Vanderford,4-0-0,"5' 11""",170 lbs.,--,Orthodox,"Mar 21, 1990",3.90,52%,5.19,45%,0.00,0%,100%,1.9
Lando Vannata,12-7-2,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992",4.52,45%,4.76,55%,1.09,37%,69%,0.3
Paige VanZant,8-5-0,"5' 4""",115 lbs.,"65""",Orthodox,"Mar 26, 1994",3.35,52%,2.62,42%,1.27,33%,34%,1.0
Paul Varelans,9-9-0,"6' 8""",300 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kazula Vargas,12-5-0,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 15, 1985",3.65,53%,1.77,57%,0.40,25%,30%,0.4
Jamie Varner,21-11-1 (2 NC),"5' 8""",155 lbs.,"71""",Orthodox,"Oct 12, 1984",2.92,34%,2.55,58%,3.49,53%,66%,0.8
Guilherme Vasconcelos,9-4-0,"6' 0""",185 lbs.,--,Orthodox,"Mar 23, 1986",3.27,29%,4.40,70%,0.00,0%,0%,0.0
Linton Vassell,18-5-0 (1 NC),"6' 4""",205 lbs.,--,,"Jun 03, 1983",3.39,37%,2.13,54%,2.46,50%,50%,0.0
Billy Vaughan,12-17-0,"5' 6""",155 lbs.,--,,"Dec 02, 1983",0.00,0%,1.36,50%,0.00,0%,0%,0.0
Yuri Vaulin,0-1-0,"6' 4""",197 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Javier Vazquez,16-5-0,"5' 7""",145 lbs.,"69""",Southpaw,"Jul 16, 1977",2.43,36%,1.99,72%,2.56,52%,57%,1.5
Manny Vazquez,11-2-0,"5' 10""",125 lbs.,"72""",Orthodox,"Nov 19, 1993",1.47,41%,2.67,48%,1.00,33%,0%,1.0
Matt Veach,17-5-0,"5' 11""",155 lbs.,--,Orthodox,"May 31, 1981",1.12,28%,4.91,44%,3.64,38%,100%,1.5
Joe Vedepo,18-9-0,"6' 0""",185 lbs.,--,Orthodox,--,1.43,42%,5.71,38%,1.07,20%,0%,0.0
Kelly Velasco,2-1-0,"5' 9""",135 lbs.,--,Orthodox,"May 21, 1995",2.27,35%,5.67,47%,0.00,0%,100%,0.0
Greg Velasco,6-0-0,--,--,--,,"Sep 23, 1993",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Cain Velasquez,14-3-0,"6' 1""",240 lbs.,"77""",Orthodox,"Jul 28, 1982",6.37,57%,2.33,57%,5.13,45%,85%,0.4
David Velasquez,10-10-0,"5' 5""",145 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bojan Velickovic,15-6-1,"6' 0""",170 lbs.,"76""",Southpaw,"Dec 18, 1988",2.18,34%,2.31,57%,0.67,25%,55%,0.5
Karlos Vemola,17-5-0,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 03, 1985",1.67,44%,2.13,37%,1.93,25%,31%,1.7
Luigi Vendramini,9-3-0,"5' 8""",155 lbs.,"73""",Orthodox,"Jan 16, 1996",2.82,40%,3.82,57%,1.11,15%,100%,0.6
Jerrel Venetiaan,4-3-0 (1 NC),"6' 1""",195 lbs.,--,Orthodox,"Mar 09, 1971",0.81,33%,1.51,67%,0.00,0%,60%,0.0
Scott Ventimiglia,14-6-1,"5' 11""",185 lbs.,--,,"Nov 17, 1972",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Brandon Vera,15-7-0 (1 NC),"6' 3""",230 lbs.,"78""",Orthodox,"Oct 10, 1977",3.03,56%,2.81,52%,0.70,53%,59%,0.2
Kerry Vera,2-0-0,"5' 7""",135 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Marlon Vera,20-8-1,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",4.09,49%,5.02,51%,0.61,40%,69%,1.0
Isis Verbeek,4-1-0,--,115 lbs.,--,,"Jan 12, 1995",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ernie Verdicia,0-1-0,"5' 11""",199 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joe Veres,4-3-0,"5' 7""",155 lbs.,--,Orthodox,"Nov 09, 1977",0.00,0%,5.55,27%,0.00,0%,0%,0.0
Nikolay Veretennikov,9-4-0,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 22, 1989",3.47,65%,3.53,56%,0.00,0%,50%,0.0
CJ Vergara,11-4-1,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 18, 1991",5.63,56%,4.75,53%,0.00,0%,72%,0.3
Renato Verissimo,7-5-0 (1 NC),"6' 1""",170 lbs.,--,Orthodox,"Aug 03, 1973",0.92,48%,1.87,47%,1.46,30%,50%,2.5
Bryan Vetell,4-3-0,"6' 3""",265 lbs.,--,Southpaw,"Jul 26, 1977",2.74,60%,2.13,41%,0.00,0%,0%,0.0
Marvin Vettori,19-6-1,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993",4.38,44%,3.65,59%,1.77,44%,75%,0.5
Hugo Viana,8-4-0,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982",3.05,38%,3.20,57%,0.22,6%,50%,0.0
Guilherme Viana,7-3-0,"6' 4""",205 lbs.,--,,--,2.92,40%,2.72,59%,1.20,66%,77%,0.0
Polyana Viana,13-5-0,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992",3.50,41%,2.86,54%,0.80,33%,50%,2.4
Vitor Vianna,12-3-1,--,205 lbs.,--,Orthodox,--,3.10,30%,8.28,52%,0.00,0%,0%,0.0
James Vick,13-5-0,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987",4.13,39%,3.31,60%,0.26,33%,57%,0.7
Tamires Vidal,7-1-0,"5' 6""",135 lbs.,"68""",Orthodox,"Jul 27, 1998",5.48,58%,4.19,7%,0.00,0%,0%,0.0
Milton Vieira,13-8-2,"6' 0""",145 lbs.,--,Orthodox,"Oct 04, 1978",1.13,35%,2.36,48%,2.67,53%,12%,0.7
Reginaldo Vieira,13-5-0,"5' 7""",135 lbs.,"65""",Orthodox,"Nov 26, 1982",3.76,40%,2.89,59%,1.97,27%,25%,0.8
Ketlen Vieira,13-3-0,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",3.24,41%,4.16,51%,1.36,40%,92%,0.4
Rodolfo Vieira,9-2-0,"6' 0""",185 lbs.,"73""",Orthodox,"Sep 25, 1989",3.36,54%,4.84,48%,3.70,26%,100%,1.4
Steve Vigneault,12-6-0,"5' 10""",185 lbs.,--,Orthodox,"Feb 14, 1978",2.19,28%,5.75,44%,0.00,0%,100%,0.0
Alejandro Villalobos,17-5-0,"5' 7""",145 lbs.,--,,"Oct 26, 1979",3.93,46%,4.07,67%,1.00,50%,0%,0.0
DeMarco Villalona,1-3-0,"5' 9""",185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Gian Villante,17-14-0,"6' 3""",230 lbs.,"76""",Orthodox,"Aug 18, 1985",4.38,44%,5.47,55%,0.45,23%,83%,0.0
Ike Villanueva,18-14-0,"6' 1""",205 lbs.,"73""",Orthodox,"Apr 04, 1984",3.66,38%,7.24,36%,0.60,50%,100%,0.0
Ruben Villareal,22-28-3,"6' 4""",265 lbs.,--,Orthodox,"May 01, 1970",5.18,53%,4.86,35%,0.00,0%,0%,0.0
Armando Villarreal,5-2-0,"5' 7""",135 lbs.,"66""",Southpaw,"Aug 08, 1989",3.23,55%,4.30,52%,3.23,25%,0%,0.0
Pablo Villaseca,12-3-0,"5' 7""",155 lbs.,--,,"Jan 26, 1987",2.79,42%,3.25,65%,2.50,50%,33%,0.0
Joey Villasenor,29-10-0,"6' 0""",185 lbs.,--,Orthodox,"Oct 17, 1975",2.05,38%,3.26,52%,0.71,40%,53%,1.1
Danillo Villefort,15-5-0,"6' 1""",185 lbs.,--,Orthodox,"May 08, 1983",2.86,37%,2.40,68%,1.71,66%,33%,1.7
Yuri Villefort,10-5-0,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 23, 1991",3.18,43%,5.42,55%,2.00,35%,40%,0.3
Marcos Vinicius,23-11-1,"5' 9""",125 lbs.,--,Orthodox,"Dec 05, 1979",1.93,49%,2.91,47%,0.00,0%,25%,0.5
Brandon Visher,13-3-0,"5' 6""",135 lbs.,"68""",Orthodox,"May 06, 1984",2.55,45%,3.76,42%,0.67,20%,0%,0.0
Falaniko Vitale,30-11-0,"5' 10""",185 lbs.,--,Orthodox,"Jul 14, 1974",1.88,49%,3.68,47%,0.72,33%,86%,0.0
Cheyanne Vlismas,7-3-0,"5' 3""",115 lbs.,"63""",Switch,"Jun 25, 1995",4.93,50%,2.57,64%,0.25,33%,66%,0.2
Bobby Voelker,19-13-0,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 26, 1979",4.01,35%,5.84,42%,1.04,50%,66%,0.0
Alexander Volkanovski,25-2-0,"5' 6""",145 lbs.,"71""",Orthodox,"Sep 29, 1988",6.35,56%,3.40,59%,1.52,34%,69%,0.2
Jacob Volkmann,19-7-0,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980",1.19,34%,1.78,52%,3.19,48%,52%,2.0
Alexander Volkov,36-10-0,"6' 7""",250 lbs.,"80""",Orthodox,"Oct 24, 1988",4.89,57%,3.00,53%,0.51,70%,73%,0.1
Jason Von Flue,14-12-1,"6' 0""",170 lbs.,--,Orthodox,"Aug 01, 1975",1.89,36%,3.23,52%,0.62,16%,58%,1.5
Milco Voorn,20-11-1,--,220 lbs.,--,Orthodox,--,0.00,0%,0.00,100%,0.00,0%,0%,0.0
Mark Vorgeas,5-3-1,"5' 10""",135 lbs.,--,,--,3.87,32%,4.19,51%,0.00,0%,50%,0.8
Igor Vovchanchyn,55-10-0 (1 NC),"5' 8""",205 lbs.,--,Orthodox,"Aug 06, 1973",1.59,49%,0.97,63%,1.19,66%,50%,0.5
James Wade,4-11-0,"5' 10""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chris Wade,12-3-0,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 30, 1987",1.70,53%,1.75,51%,2.60,51%,55%,1.1
Neil Wain,13-4-0,"5' 10""",242 lbs.,--,Orthodox,--,2.64,50%,8.57,43%,0.00,0%,50%,0.0
TJ Waldburger,16-9-0,"5' 11""",170 lbs.,"75""",Orthodox,"Apr 25, 1988",2.02,51%,2.39,40%,3.03,46%,40%,4.8
Chase Waldon,11-2-0,"6' 1""",185 lbs.,"75""",Orthodox,"Sep 19, 1986",1.03,28%,6.72,38%,7.76,33%,0%,0.0
Andre Walker,1-5-0,"5' 11""",205 lbs.,--,Southpaw,--,2.28,31%,4.36,34%,0.00,0%,0%,0.0
Herschel Walker,2-0-0,"6' 1""",215 lbs.,--,Orthodox,"Mar 03, 1962",3.42,67%,0.45,46%,1.94,100%,100%,0.0
Donny Walker,15-10-0,"5' 9""",135 lbs.,--,,"Jan 04, 1980",1.81,37%,3.85,46%,0.00,0%,57%,1.7
Johnny Walker,21-7-0,"6' 6""",205 lbs.,"82""",Orthodox,"Mar 30, 1992",3.85,56%,2.58,46%,0.51,100%,60%,1.0
Brogan Walker,8-4-0,"5' 4""",125 lbs.,"67""",Switch,"Aug 02, 1988",2.04,30%,3.70,47%,0.00,0%,11%,0.0
Ben Wall,8-7-1,"5' 10""",155 lbs.,--,Orthodox,"Mar 25, 1989",1.47,29%,8.53,29%,0.00,0%,100%,0.0
Crafton Wallace,18-6-1,"6' 0""",185 lbs.,--,Orthodox,"Nov 10, 1975",1.55,44%,2.36,47%,0.00,0%,42%,0.0
Rodney Wallace,26-15-1,"5' 9""",205 lbs.,"72""",Switch,"Nov 21, 1981",1.13,46%,3.44,45%,6.00,54%,28%,1.0
Jeremy Wallace,4-6-0,"5' 9""",--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Randall Wallace,15-6-0,"5' 11""",185 lbs.,"73""",Orthodox,"Mar 01, 1989",1.13,38%,4.11,45%,2.13,50%,0%,0.0
James Wallace,5-2-0,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 17, 1992",0.52,28%,3.41,35%,0.00,0%,0%,0.0
Jim Wallhead,29-11-0,"5' 10""",170 lbs.,--,Orthodox,"Mar 14, 1984",3.19,26%,6.65,49%,0.00,0%,100%,0.0
Cory Walmsley,8-2-0,"6' 0""",205 lbs.,--,Orthodox,--,0.79,100%,1.18,50%,0.00,0%,0%,0.0
Richard Walsh,9-5-0,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 01, 1988",3.84,46%,2.72,58%,1.55,40%,66%,0.2
Patrick Walsh,10-3-0,"5' 11""",185 lbs.,--,,"Nov 28, 1988",2.03,19%,2.83,64%,3.00,54%,100%,1.5
Erick Wanderlei,3-3-0,"6' 1""",205 lbs.,--,Orthodox,--,0.63,41%,2.66,40%,3.80,66%,0%,1.9
Dimitiri Wanderley,5-2-0,--,205 lbs.,--,Orthodox,--,0.92,25%,4.31,30%,1.16,20%,0%,0.0
Andy Wang,7-8-1 (1 NC),"5' 6""",155 lbs.,--,Orthodox,"May 28, 1977",3.43,36%,10.29,62%,0.00,0%,0%,0.0
Sai Wang,20-6-1,"6' 0""",170 lbs.,--,Southpaw,"Jan 14, 1986",3.17,46%,2.27,53%,0.00,0%,77%,0.0
Anying Wang,2-1-0,"6' 0""",170 lbs.,--,Orthodox,"Apr 04, 1991",1.32,26%,1.63,44%,0.00,0%,33%,0.0
Joshua Wang-Kim,5-2-0,"5' 9""",135 lbs.,"71""",Switch,"Nov 16, 1992",2.95,40%,4.43,60%,1.17,100%,66%,0.0
Curt Warburton,13-6-0,"6' 0""",155 lbs.,"73""",Orthodox,--,2.13,42%,3.44,43%,2.35,50%,83%,0.9
Brennan Ward,14-5-0,"5' 10""",170 lbs.,"71""",,"Jun 28, 1988",7.20,60%,2.76,52%,0.00,0%,100%,3.6
Charlie Ward,3-3-0,"5' 11""",170 lbs.,--,Orthodox,"Dec 17, 1980",1.64,19%,7.21,53%,0.00,0%,0%,0.0
Terrion Ware,17-9-0,"5' 8""",135 lbs.,"71""",Orthodox,"Mar 31, 1986",4.02,32%,6.07,50%,0.50,22%,44%,0.0
Joe Warren,15-6-0,"5' 6""",135 lbs.,--,Orthodox,"Oct 31, 1976",2.15,46%,2.39,52%,6.14,46%,60%,0.0
Brian Warren,18-17-1,"6' 0""",185 lbs.,--,Orthodox,--,1.16,21%,4.63,57%,0.00,0%,0%,0.0
Merritt Warren,3-3-0,"5' 10""",155 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Idris Wasi,2-14-0,"6' 0""",186 lbs.,--,,"Dec 11, 1989",0.40,31%,3.53,46%,0.00,0%,20%,0.0
Kengo Watanabe,8-13-3 (1 NC),"6' 4""",220 lbs.,--,Orthodox,"Jan 31, 1976",0.60,40%,3.40,35%,1.00,100%,37%,0.0
Kazuhisa Watanabe,0-1-0,"5' 6""",139 lbs.,--,,"May 18, 1983",0.62,50%,0.94,0%,0.00,0%,14%,0.0
Ron Waterman,16-6-2,"6' 2""",280 lbs.,--,Orthodox,"Nov 23, 1965",0.84,50%,1.37,42%,4.19,69%,50%,2.8
Andy Waters,1-2-0,"6' 0""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dominic Waters,9-5-0,"6' 1""",170 lbs.,"79""",Orthodox,"Apr 11, 1989",0.48,23%,2.53,39%,4.07,52%,28%,0.0
Trey Waters,8-1-0,"6' 5""",170 lbs.,"77""",Orthodox,"Feb 21, 1995",6.45,45%,3.95,61%,0.78,50%,77%,0.8
Michelle Waterson-Gomez,18-11-0,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986",3.63,46%,4.01,51%,1.40,33%,72%,0.7
Sam Watford,2-2-0,--,155 lbs.,--,,--,0.13,18%,0.73,62%,2.00,40%,60%,1.0
Blake Watkins,5-1-0,--,185 lbs.,--,,--,5.45,62%,7.64,61%,0.00,0%,0%,0.0
Kyle Watson,13-8-1,"6' 0""",155 lbs.,--,Southpaw,"Aug 09, 1979",3.67,35%,3.25,62%,0.00,0%,100%,0.0
Maka Watson,4-2-0,--,155 lbs.,--,,"Sep 22, 1984",0.93,37%,1.60,22%,2.00,100%,33%,0.0
Walel Watson,14-10-0,"5' 11""",135 lbs.,"75""",Orthodox,"Jul 16, 1984",2.10,29%,3.79,43%,0.00,0%,61%,1.4
Tom Watson,17-9-0,"6' 1""",185 lbs.,"73""",Orthodox,"Jul 13, 1982",4.01,44%,4.41,50%,0.15,7%,43%,0.0
Enrique Watson,3-1-0,--,185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Brok Weaver,15-6-0,"6' 0""",155 lbs.,"73""",Southpaw,"Dec 05, 1991",4.78,64%,4.35,46%,0.41,10%,66%,0.4
Jonavin Webb,9-2-0 (1 NC),"5' 10""",170 lbs.,--,Orthodox,"Apr 28, 1989",1.47,30%,2.27,64%,2.50,31%,40%,1.0
Stephanie Webber,2-2-0,"5' 6""",135 lbs.,--,,--,0.91,80%,3.85,15%,6.79,40%,0%,0.0
Royston Wee,4-1-0,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 15, 1986",1.10,60%,2.45,49%,3.38,81%,0%,0.0
Darian Weeks,5-3-0,"5' 11""",170 lbs.,"72""",Orthodox,"Nov 23, 1993",4.49,51%,4.56,51%,2.00,30%,100%,0.0
Joshua Weems,11-3-0,"5' 8""",135 lbs.,"69""",Orthodox,"May 05, 1994",5.25,64%,3.34,61%,4.77,40%,100%,0.0
Daniel Weichel,39-9-0,"5' 10""",145 lbs.,"70""",,"Nov 22, 1984",5.71,42%,4.05,61%,0.84,50%,83%,0.0
Chris Weidman,15-6-0,"6' 2""",185 lbs.,"78""",Orthodox,"Jun 17, 1984",3.03,43%,3.14,52%,3.92,47%,65%,0.9
Mark Weir,21-18-1,"6' 2""",185 lbs.,--,Southpaw,"Sep 19, 1967",1.54,56%,2.50,38%,0.80,50%,25%,2.4
Christian Wellisch,8-5-0,"6' 2""",234 lbs.,"77""",Orthodox,"Sep 13, 1975",3.12,27%,3.04,56%,1.22,42%,45%,1.2
Jeremiah Wells,12-2-1,"5' 9""",170 lbs.,"74""",Switch,"Oct 30, 1986",2.96,48%,1.46,40%,3.93,38%,100%,0.6
Fabricio Werdum,24-9-1,"6' 4""",231 lbs.,"77""",Orthodox,"Jul 30, 1977",3.59,52%,2.64,55%,1.75,31%,31%,1.2
Mike Wessel,15-8-0,"6' 0""",260 lbs.,--,Orthodox,"Dec 02, 1977",1.82,56%,6.43,22%,6.29,50%,0%,0.0
Dustin West,6-6-0,"5' 11""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sheldon Westcott,10-3-1,"6' 1""",170 lbs.,"71""",Southpaw,"Aug 20, 1984",2.26,40%,3.73,37%,3.23,37%,14%,0.0
Aaron Wetherspoon,9-5-0 (1 NC),--,170 lbs.,--,,--,2.27,32%,4.33,45%,0.00,0%,77%,0.0
Coty Wheeler,14-5-0,"5' 6""",135 lbs.,"67""",Orthodox,"Oct 11, 1978",1.88,22%,3.16,59%,0.87,37%,33%,2.6
Vernon White,26-33-2,"6' 0""",205 lbs.,--,Southpaw,"Dec 03, 1971",2.11,38%,2.20,54%,0.88,28%,44%,0.0
Steve White,1-4-0,"5' 11""",175 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Alex White,13-6-0,"6' 0""",155 lbs.,"71""",Southpaw,"Oct 22, 1988",3.76,42%,3.07,60%,0.92,28%,71%,0.5
Craig White,14-9-0,"6' 2""",170 lbs.,"76""",Orthodox,"Jul 01, 1990",1.23,40%,3.28,39%,0.00,0%,50%,0.8
Patrik White,9-2-0,"6' 0""",155 lbs.,"72""",Orthodox,"Jun 11, 1993",9.77,49%,6.28,60%,0.00,0%,50%,0.0
Robert Whiteford,14-4-0,"5' 9""",145 lbs.,"69""",Southpaw,"Apr 12, 1983",2.33,46%,1.99,62%,1.90,30%,45%,0.0
Mike Whitehead,27-8-0,"6' 1""",205 lbs.,--,Orthodox,"Jun 29, 1981",1.62,33%,2.36,59%,3.59,43%,77%,0.3
Garett Whiteley,7-3-0,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 13, 1980",3.72,48%,4.04,46%,0.00,0%,27%,0.9
Mitch Whitesel,17-27-0 (1 NC),"5' 9""",185 lbs.,--,,"Jul 12, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Emily Whitmire,4-5-0,"5' 5""",125 lbs.,"63""",Orthodox,"May 24, 1991",2.50,31%,2.98,54%,1.90,66%,70%,0.5
Robert Whittaker,25-6-0,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 20, 1990",4.48,42%,3.26,61%,0.82,37%,84%,0.0
Josh Wick,12-6-0,"5' 9""",155 lbs.,"69""",Switch,"Oct 04, 1994",0.65,60%,6.52,41%,0.00,0%,80%,0.0
Adam Wieczorek,10-2-0,"6' 5""",250 lbs.,"81""",Orthodox,"Feb 05, 1992",1.68,38%,1.87,48%,0.41,33%,58%,0.4
