Name,Wins,Losses,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,URL
Semmy Schilt,26,14,82.0,265.0,,Orthodox,1973-10-27,1.2,0.5,1.31,0.53,0.0,0.0,0.47,1.1,http://ufcstats.com/fighter-details/d5ed14b2153c6ed2
Adam Schindler,10,6,68.0,155.0,,,1983-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/89ea01f5a7ada40c
Daniel Schmitt,2,3,,185.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/bd02e222a6166d50
Colleen Schneider,11,7,,135.0,,,,2.17,0.48,2.5,0.5,2.5,0.5,0.6,0.0,http://ufcstats.com/fighter-details/aa943b9bc00cb0ed
Matt Schnell,16,7,68.0,125.0,70.0,Orthodox,1990-01-15,4.24,0.39,4.46,0.55,0.63,0.44,0.46,1.1,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e
Alex Schoenauer,15,10,75.0,185.0,,Orthodox,1976-05-05,1.22,0.4,2.27,0.42,0.0,0.0,0.22,4.9,http://ufcstats.com/fighter-details/fdfef29ba17ee525
Darrill Schoonover,14,8,74.0,220.0,,Orthodox,1985-07-18,1.2,0.33,4.35,0.38,0.0,0.0,0.5,1.1,http://ufcstats.com/fighter-details/5a558ba1ff5e9121
Bob Schrijber,20,17,72.0,240.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d86e913c548c07c2
Nate Schroeder,11,10,73.0,230.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/040426baba8a45e8
Lacey Schuckman,11,10,63.0,125.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e44c679c30403cba
Mark Schultz,1,1,69.0,200.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c1684f00c626f4c0
Brian Schwartz,1,1,75.0,170.0,,Orthodox,,1.27,0.44,0.87,0.45,0.0,0.0,0.5,1.0,http://ufcstats.com/fighter-details/99c80d2bd5dbe5a9
Eric Schwartz,2,0,,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/79cbdf233e5e0496
Justin Scoggins,11,5,67.0,125.0,66.0,Southpaw,1992-05-02,3.56,0.51,2.16,0.55,3.42,0.63,0.82,0.5,http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b
Brad Scott,11,6,73.0,170.0,76.0,Orthodox,1989-06-24,3.52,0.41,4.31,0.57,0.32,0.15,0.63,0.7,http://ufcstats.com/fighter-details/34e552520a934063
Greg Scott,3,4,69.0,145.0,,,,3.9,0.55,7.79,0.37,11.69,1.0,0.0,0.0,http://ufcstats.com/fighter-details/0b235384fe23fc9c
Mike Seal,13,15,76.0,185.0,,Orthodox,,5.5,0.68,3.33,0.5,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/0c01568b1ac77bff
Matt Secor,8,4,72.0,170.0,,,1986-09-26,0.51,0.2,0.81,0.5,3.03,1.0,0.0,3.0,http://ufcstats.com/fighter-details/d1ce40aca99a9b70
Kenneth Seegrist,4,7,72.0,185.0,,Orthodox,,3.21,0.66,1.28,0.0,0.0,0.0,0.4,14.4,http://ufcstats.com/fighter-details/55e94a9b525dcf45
Neil Seery,16,13,64.0,125.0,64.0,Orthodox,1979-08-30,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6,http://ufcstats.com/fighter-details/49a74b9fb2e45fdf
Rony Sefo,0,2,69.0,225.0,,Orthodox,,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d6b68eaf4b68b160
Ray Sefo,2,2,72.0,240.0,,Orthodox,1971-02-15,0.86,0.31,1.71,0.72,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/646d5dbe509accd4
Brendan Seguin,23,19,72.0,185.0,,,1976-07-03,2.6,0.45,0.6,0.84,5.0,0.62,1.0,0.0,http://ufcstats.com/fighter-details/e4bb7e483c4ad318
Tetsuya Seki,14,8,70.0,155.0,,,1994-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5e1062e066c601e6
Stefan Sekulic,12,4,72.0,170.0,75.0,Southpaw,1992-02-12,1.83,0.5,2.83,0.64,2.0,0.33,0.25,0.5,http://ufcstats.com/fighter-details/348dff4e03bd18c6
Pete Sell,10,7,71.0,170.0,75.0,Orthodox,1982-08-05,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9,http://ufcstats.com/fighter-details/0359313549d230a1
Matthew Semelsberger,11,4,73.0,170.0,75.0,Switch,1992-11-23,4.6,0.42,4.57,0.56,1.39,0.77,0.61,0.2,http://ufcstats.com/fighter-details/4aa58269d0664b5b
Andrei Semenov,34,9,72.0,185.0,,Orthodox,1977-06-17,0.78,0.15,2.44,0.6,1.74,0.8,0.55,0.4,http://ufcstats.com/fighter-details/5f2f0da6fd6a84fd
Mackens Semerzier,8,4,69.0,145.0,72.0,Orthodox,1980-11-03,2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1,http://ufcstats.com/fighter-details/51b1e2fd9872005b
Brandon Sene,2,2,71.0,205.0,,,1981-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/3ed134d85dfbd7b4
YeDam Seo,6,3,62.0,115.0,63.0,Orthodox,1992-03-20,0.33,0.15,2.27,0.55,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/762572d67204fadb
Kim In Seok,3,6,66.0,145.0,,Orthodox,,0.87,0.37,5.19,0.6,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/88b250ba222c3a98
Ray Seraille,8,9,75.0,246.0,,,,5.29,0.27,17.65,0.41,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2f04c4183523be2e
Ivan Serati,12,4,72.0,205.0,,Orthodox,,0.86,0.26,5.33,0.29,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/b23fca14c7b79935
Alex Serdyukov,8,5,74.0,170.0,74.0,Orthodox,1980-05-24,4.94,0.48,3.1,0.46,1.84,0.55,0.67,1.8,http://ufcstats.com/fighter-details/253d3f9e97ca149a
Nicholas Sergiacomi,1,1,,170.0,,,,4.38,0.55,3.94,0.59,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/efab191f204ffa17
Matt Serra,11,7,66.0,170.0,68.0,Orthodox,1974-06-02,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7
Nick Serra,7,3,69.0,170.0,,Orthodox,1978-03-27,0.0,0.0,1.73,0.43,1.0,0.1,0.0,2.0,http://ufcstats.com/fighter-details/1975c2272ba40e71
Adrian Serrano,56,29,68.0,170.0,,,1963-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e7ec11096eac0282
Fredy Serrano,3,2,63.0,125.0,65.0,Orthodox,1979-09-22,1.58,0.26,1.89,0.61,2.84,0.25,0.84,0.0,http://ufcstats.com/fighter-details/0ccab7c889ede9ea
Carl Seumanutafa,10,8,73.0,255.0,,Orthodox,,0.0,0.0,3.33,0.75,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/dadaeb402526dca5
Dan Severn,101,19,74.0,250.0,,Southpaw,1958-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c670aa48827d6be6
Rosi Sexton,13,5,63.0,135.0,,Orthodox,1977-07-16,3.31,0.39,7.42,0.41,0.75,0.1,0.8,0.0,http://ufcstats.com/fighter-details/5dfe71ade71f3a4b
Scott Shaffer,0,1,67.0,145.0,,Orthodox,,2.4,0.67,0.53,0.5,0.0,0.0,0.72,3.0,http://ufcstats.com/fighter-details/5c38639f860a5542
Edmen Shahbazyan,12,3,74.0,185.0,74.0,Orthodox,1997-11-20,3.59,0.5,3.87,0.46,2.31,0.37,0.65,0.5,http://ufcstats.com/fighter-details/4144798612ef96e5
Leon Shahbazyan,7,2,76.0,170.0,74.0,Orthodox,1995-11-18,6.33,0.52,8.18,0.32,1.46,0.5,0.0,0.0,http://ufcstats.com/fighter-details/9eed2bcc9e0b92af
Don Shainis,12,5,66.0,145.0,67.0,Orthodox,1990-09-16,3.42,0.5,5.87,0.31,0.97,0.25,0.2,1.9,http://ufcstats.com/fighter-details/da4628f173337902
Liliya Shakirova,8,2,64.0,125.0,65.0,Orthodox,1991-10-24,2.7,0.3,2.58,0.74,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f300763147320d12
Kamal Shalorus,9,5,68.0,155.0,68.0,Orthodox,1972-08-27,3.06,0.32,2.99,0.7,2.07,0.5,0.8,0.0,http://ufcstats.com/fighter-details/ece280745f8727b8
Ken Shamrock,28,17,73.0,205.0,72.0,Orthodox,1964-02-11,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,http://ufcstats.com/fighter-details/63b65af1c5cb02cb
Frank Shamrock,23,10,70.0,185.0,,Orthodox,1972-12-08,4.75,0.53,4.66,0.57,0.35,0.5,0.37,1.1,http://ufcstats.com/fighter-details/fcaae0385b514f11
Shang Zhifa,32,8,67.0,125.0,63.0,Orthodox,1986-03-15,1.27,0.32,1.27,0.6,2.0,1.0,0.0,0.0,http://ufcstats.com/fighter-details/5a7350645bc9bd6e
Jason Sharp,3,3,,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/285e32e41f61a5b1
Eric Shelton,12,6,66.0,125.0,68.0,Orthodox,1991-02-02,2.57,0.42,1.88,0.63,2.83,0.51,0.46,0.2,http://ufcstats.com/fighter-details/a0c64f272b65d441
Sean Sherk,36,4,66.0,155.0,67.0,Orthodox,1973-08-05,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,http://ufcstats.com/fighter-details/029880cdbf5ca089
Chase Sherman,16,11,76.0,250.0,78.0,Orthodox,1989-11-16,6.3,0.46,6.85,0.51,0.1,0.5,0.66,0.0,http://ufcstats.com/fighter-details/01b352b6a9074d5c
Valentina Shevchenko,23,4,65.0,125.0,66.0,Southpaw,1988-03-07,3.29,0.53,1.99,0.63,2.57,0.64,0.72,0.3,http://ufcstats.com/fighter-details/132deb59abae64b1
Antonina Shevchenko,10,4,68.0,125.0,67.0,Southpaw,1984-11-20,3.86,0.55,2.93,0.52,0.43,0.42,0.53,0.4,http://ufcstats.com/fighter-details/d7338bcb141abd2c
Katsuyori Shibata,4,11,72.0,168.0,,Orthodox,1979-11-17,2.06,0.35,2.4,0.53,0.49,0.5,0.53,0.7,http://ufcstats.com/fighter-details/d4da8995fc91e7ef
Jake Shields,31,9,72.0,170.0,72.0,Orthodox,1979-01-09,2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2,http://ufcstats.com/fighter-details/fe435e440b5de0ff
Henrique Shiguemoto,13,4,71.0,185.0,72.0,Orthodox,1989-06-22,3.6,0.33,6.0,0.16,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/5d1700cfbaafbe06
Shunichi Shimizu,30,18,65.0,135.0,,Orthodox,1985-01-31,0.14,0.33,4.68,0.3,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/10657c60ce349e0f
Wade Shipp,11,5,75.0,245.0,,Orthodox,1975-02-09,4.29,0.86,2.14,0.0,0.0,0.0,0.75,0.0,http://ufcstats.com/fighter-details/a9a314cc77d90b6e
Raja Shippen,18,11,66.0,145.0,,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d9e1942637bd57a4
Yuya Shirai,26,14,68.0,168.0,,Orthodox,1980-04-02,1.02,1.0,4.07,0.55,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a79bfbc01b2264d6
Wes Shivers,7,1,80.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ad863b0d57952c57
Alexander Shlemenko,56,9,71.0,185.0,,,1984-05-20,4.36,0.6,1.71,0.63,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ed3ea649b34ddb6c
Josh Shockley,11,4,73.0,155.0,,Orthodox,1989-11-15,1.4,0.33,1.75,0.6,0.0,0.0,0.61,0.8,http://ufcstats.com/fighter-details/1d36f1ac66cf689d
Josh Shockman,6,3,76.0,235.0,,Southpaw,1980-12-29,0.87,0.32,0.87,0.58,0.0,0.0,0.23,0.0,http://ufcstats.com/fighter-details/821cd80aab70d5f9
Akira Shoji,14,17,68.0,195.0,,Orthodox,1974-01-31,1.03,0.34,2.63,0.53,1.79,0.73,0.82,0.4,http://ufcstats.com/fighter-details/b0c95dc8e858452c
Liudvik Sholinian,9,4,70.0,135.0,71.0,Orthodox,1990-01-20,2.5,0.3,5.67,0.55,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/1a54231796e24a3f
Jack Shore,16,1,68.0,135.0,71.0,Orthodox,1995-02-06,3.96,0.58,2.34,0.57,3.66,0.39,0.8,0.6,http://ufcstats.com/fighter-details/b8a85389d115e35a
Landon Showalter,11,19,72.0,185.0,,,1976-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/35cc17760b06f36d
Ivan Shtyrkov,15,0,72.0,205.0,74.0,Orthodox,1988-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1f4b1d7d12601c5f
Brandon Shuey,7,6,67.0,155.0,,Orthodox,1976-02-01,0.68,0.33,1.36,0.0,0.0,0.0,0.0,10.2,http://ufcstats.com/fighter-details/585f9ffdb0cd0466
Ronal Siahaan,8,1,,125.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/762226efa2b01654
Sam Sicilia,15,8,68.0,145.0,67.0,Orthodox,1986-02-01,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31
Kiril Sidelnikov,11,4,71.0,230.0,,,1988-08-17,2.87,0.28,4.48,0.61,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/cf772fb504842dc3
Steven Siler,29,16,71.0,145.0,70.0,Orthodox,1987-02-15,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6,http://ufcstats.com/fighter-details/d188a3b817860ec6
Siala Siliga,12,5,73.0,290.0,,Orthodox,1970-10-08,1.08,0.26,1.96,0.5,1.47,0.5,0.8,0.0,http://ufcstats.com/fighter-details/3cf68c1d17f66af7
Xavier Siller,5,5,65.0,125.0,,,1994-06-06,1.02,0.36,1.53,0.57,3.83,1.0,0.0,0.0,http://ufcstats.com/fighter-details/9a08c2753184ac6d
Assuerio Silva,16,8,70.0,241.0,,Orthodox,1974-06-18,1.42,0.46,4.2,0.54,2.66,0.34,0.25,1.8,http://ufcstats.com/fighter-details/e091482fa6648261
Anderson Silva,34,11,74.0,185.0,77.0,Southpaw,1975-04-14,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,http://ufcstats.com/fighter-details/1f454354805b6f75
Wanderlei Silva,35,13,71.0,205.0,74.0,Orthodox,1976-07-03,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,http://ufcstats.com/fighter-details/a1f6999fe57236e0
Thiago Silva,19,6,74.0,205.0,74.0,Orthodox,1982-11-12,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,http://ufcstats.com/fighter-details/2924886ee9c4c527
Paulo Cesar Silva,2,6,89.0,385.0,,Orthodox,1963-07-21,0.4,0.15,2.72,0.47,0.42,1.0,0.16,0.4,http://ufcstats.com/fighter-details/55b8dc4e54fe2c59
Jean Silva,19,12,66.0,160.0,,Orthodox,1977-10-08,0.73,0.22,2.93,0.52,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/9211aae062b799d6
Edson Silva,14,12,,205.0,,Orthodox,,2.69,0.14,5.37,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a1153013cb5f628f
Sidney Silva,8,4,75.0,170.0,,Southpaw,1972-02-27,2.86,0.65,3.3,0.34,3.3,1.0,0.0,0.0,http://ufcstats.com/fighter-details/a6c32678efd4f434
Jay Silva,10,11,74.0,185.0,,Southpaw,,1.13,0.34,3.07,0.4,0.0,0.0,0.38,1.0,http://ufcstats.com/fighter-details/53bb0d40905b87c0
Antonio Silva,19,12,76.0,264.0,82.0,Orthodox,1979-09-14,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,http://ufcstats.com/fighter-details/8349d55cdecd393a
Fabio Silva,1,8,71.0,205.0,,Orthodox,1982-03-31,0.09,0.11,5.9,0.38,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2ba479b409011527
Erick Silva,19,9,72.0,170.0,74.0,Orthodox,1984-06-21,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,http://ufcstats.com/fighter-details/5866fc86183a9fb8
Leandro Silva,20,6,69.0,155.0,72.0,Orthodox,1985-11-11,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4,http://ufcstats.com/fighter-details/159da492e000afbf
Claudio Silva,14,4,71.0,170.0,71.0,Southpaw,1982-09-06,2.48,0.42,3.0,0.46,2.85,0.26,0.44,1.1,http://ufcstats.com/fighter-details/6f7c616b98e18c29
Wagner Silva,6,3,72.0,170.0,,Orthodox,1987-02-07,1.69,0.29,2.87,0.65,0.0,0.0,0.58,0.0,http://ufcstats.com/fighter-details/fb79582c410d049e
Rafael Silva,28,6,67.0,135.0,,,1985-03-20,0.67,0.5,0.73,0.67,0.0,0.0,0.25,1.0,http://ufcstats.com/fighter-details/a31358d90d4bb40a
Joaquim Silva,12,4,68.0,155.0,69.0,Southpaw,1989-02-05,4.08,0.39,4.58,0.55,0.21,0.5,0.65,0.6,http://ufcstats.com/fighter-details/ae7fe94f117f98cf
Felipe Silva,8,2,72.0,155.0,77.0,Orthodox,1984-05-08,5.4,0.5,1.8,0.59,1.0,1.0,0.71,0.0,http://ufcstats.com/fighter-details/1b38a2b897f6209c
Dayana Silva,7,4,67.0,135.0,,Orthodox,1990-08-27,6.33,0.51,5.93,0.57,0.0,0.0,0.42,0.0,http://ufcstats.com/fighter-details/b19aecbfbb5508cc
Bruno Silva,22,8,72.0,185.0,74.0,Orthodox,1989-07-13,4.31,0.48,4.58,0.44,0.66,0.18,0.71,0.0,http://ufcstats.com/fighter-details/12ebd7d157e91701
Gabriel Silva,8,2,66.0,135.0,71.0,Orthodox,1994-08-26,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5,http://ufcstats.com/fighter-details/002ca196477ce572
Jacob Silva,6,4,65.0,125.0,67.0,Orthodox,1988-02-23,4.17,0.44,4.92,0.56,1.51,1.0,0.66,0.0,http://ufcstats.com/fighter-details/f6f2ea21a67be3a7
Natalia Silva,14,5,64.0,125.0,65.0,Southpaw,1997-02-03,5.33,0.54,1.85,0.66,1.13,0.33,0.92,0.0,http://ufcstats.com/fighter-details/262d32ebda89efc4
Jansey Silva,7,2,74.0,185.0,67.0,Orthodox,1995-05-30,0.46,0.4,2.32,0.33,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/0d09efd31eb9fadf
Maria Silva,8,1,63.0,115.0,64.0,Orthodox,1995-12-19,3.0,0.57,1.13,0.62,2.0,1.0,0.55,0.5,http://ufcstats.com/fighter-details/4408865b4e65e374
Karine Silva,15,4,65.0,125.0,67.0,Orthodox,1993-12-02,2.49,0.26,3.95,0.35,1.29,0.33,0.0,3.9,http://ufcstats.com/fighter-details/9d62c2d8ee151f08
Erik Silva,9,2,69.0,145.0,71.0,Orthodox,1987-03-16,2.17,0.71,1.58,0.4,3.94,0.8,0.71,0.0,http://ufcstats.com/fighter-details/21b813b919776d90
Douglas Silva de Andrade,28,5,67.0,135.0,68.0,Orthodox,1985-06-22,3.61,0.39,4.03,0.57,0.68,0.5,0.69,0.2,http://ufcstats.com/fighter-details/3a314d9fa7c6825d
Leonardo Silva de Oliveira,12,4,74.0,185.0,,Orthodox,1992-04-23,1.07,0.4,0.54,0.5,24.11,0.5,0.0,0.0,http://ufcstats.com/fighter-details/28e088bbcaaa6366
Marcus Silveira,6,4,75.0,242.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f717b6002486f73f
Elias Silverio,13,3,71.0,155.0,73.0,Orthodox,1986-09-22,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2,http://ufcstats.com/fighter-details/52ba464d9068d871
Jamey Simmons,7,4,66.0,135.0,70.0,Orthodox,1992-09-11,0.79,0.21,1.92,0.74,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/f0fad0e9f3b65752
Ricky Simon,20,3,66.0,135.0,69.0,Orthodox,1992-08-31,3.04,0.44,2.95,0.64,6.55,0.52,0.75,0.5,http://ufcstats.com/fighter-details/5987b2458f4b5290
Aaron Simpson,12,5,72.0,170.0,73.0,Orthodox,1974-07-20,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5,http://ufcstats.com/fighter-details/d5f820c11a121050
Wes Sims,24,14,82.0,260.0,,Orthodox,1979-08-04,0.98,0.51,2.95,0.37,0.0,0.0,0.4,2.3,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808
Marlon Sims,3,4,,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/9eedac48b497de5a
Tony Sims,12,4,71.0,155.0,70.0,Southpaw,1985-10-14,1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7,http://ufcstats.com/fighter-details/57bad6a84230f0c9
Everett Sims,4,1,77.0,260.0,77.0,Southpaw,1988-09-04,0.81,0.66,2.19,0.3,0.0,0.0,0.42,1.2,http://ufcstats.com/fighter-details/59c6d5af765df641
Lodune Sincaid,15,9,69.0,185.0,,Orthodox,1973-05-07,2.72,0.42,6.17,0.57,0.0,0.0,0.75,0.0,http://ufcstats.com/fighter-details/265589bdd93e7ce5
Rob Sinclair,13,5,68.0,155.0,,,1980-02-20,1.2,0.33,1.73,0.73,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/3b65c9dd39741bc4
Rory Singer,11,9,74.0,185.0,77.0,Orthodox,1976-05-28,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8,http://ufcstats.com/fighter-details/546015aa2ad945fd
Elvis Sinosic,7,11,75.0,205.0,77.0,Orthodox,1971-02-13,1.13,0.37,4.6,0.53,0.0,0.0,0.0,1.2,http://ufcstats.com/fighter-details/817e0bdf08efce2e
Mitchell Sipe,4,1,74.0,245.0,,Orthodox,1996-04-09,5.5,0.56,9.98,0.46,1.53,0.2,0.0,0.0,http://ufcstats.com/fighter-details/71ef1111bf829b82
Gian Siqueira,19,5,73.0,170.0,74.0,Orthodox,1994-06-23,0.8,1.0,3.41,0.19,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a46fdda658fee832
Jeremia Siregar,6,3,62.0,125.0,63.0,Orthodox,1991-07-27,2.8,0.42,7.37,0.29,0.0,0.0,0.75,0.0,http://ufcstats.com/fighter-details/a7ac3b1b0c4146db
AJ Siscoe,1,2,67.0,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/fce9b4056a8ef559
Yokthai Sithoar,0,1,67.0,143.0,,,1974-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/436cdea7bdfdc016
Jeri Sitzes,3,1,65.0,125.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/44a1dd0ef4373edc
Dennis Siver,23,11,66.0,145.0,70.0,Orthodox,1979-01-13,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed
Chas Skelly,19,3,71.0,145.0,72.0,Orthodox,1985-05-11,2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3,http://ufcstats.com/fighter-details/4bd6b4800070b069
Matt Skelton,0,1,75.0,265.0,,Orthodox,1967-01-23,0.0,0.0,0.54,0.0,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/caced97768818230
Zach Skinner,10,11,66.0,145.0,,Orthodox,,0.53,0.5,2.4,0.32,5.0,0.27,1.0,1.0,http://ufcstats.com/fighter-details/c337c3c85b1871e0
Brian Sleeman,9,9,68.0,185.0,,,,4.0,0.48,1.85,0.7,9.23,1.0,1.0,0.0,http://ufcstats.com/fighter-details/9db861c26b63daa8
Joe Slick,16,5,72.0,199.0,,Orthodox,1977-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/80e6d71e14c1d356
Ray Sloan,8,1,73.0,205.0,,,1985-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a2d1d3d144fed708
Kestutis Smirnovas,24,8,70.0,200.0,,Orthodox,,4.95,0.52,5.05,0.54,1.55,0.5,1.0,1.6,http://ufcstats.com/fighter-details/1979c80150f630c4
Maurice Smith,12,14,74.0,221.0,,Orthodox,1961-12-13,0.41,0.46,0.47,0.6,0.89,0.5,0.2,0.9,http://ufcstats.com/fighter-details/33e33d51f289d2a1
Patrick Smith,20,17,74.0,225.0,,Orthodox,1963-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/46c8ec317aff28ac
Scott Smith,18,11,72.0,185.0,70.0,Orthodox,1979-05-21,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5,http://ufcstats.com/fighter-details/3410cf010558dc8b
Eric Smith,1,1,,,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/9114c8ded5ccd71d
Josh Smith,9,8,72.0,155.0,,Orthodox,1982-07-02,0.73,0.28,1.4,0.54,0.0,0.0,0.57,2.0,http://ufcstats.com/fighter-details/f626aa1c85f8af03
David Smith,5,1,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e955046551f8c7dd
Adam Smith,0,3,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/754968e325d6f60d
Dillon Smith,0,0,72.0,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ffee353f55e3aa2c
Trevor Smith,15,10,75.0,185.0,75.0,Orthodox,1981-01-05,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,http://ufcstats.com/fighter-details/f797f0c57a83353e
Anthony Smith,36,17,76.0,205.0,76.0,Orthodox,1988-07-26,2.99,0.47,4.37,0.42,0.44,0.27,0.48,0.7,http://ufcstats.com/fighter-details/d4c9dcd330403612
Colton Smith,7,4,72.0,155.0,71.0,Orthodox,1987-08-14,1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4,http://ufcstats.com/fighter-details/2e25c1d983c26311
Gilbert Smith,12,6,69.0,185.0,,Southpaw,1981-10-19,1.09,0.41,2.73,0.35,3.51,0.6,0.0,1.2,http://ufcstats.com/fighter-details/54ed8dc6f8c31207
